CustomerId,FirstName,LastName,Country,City,DOB
18002,Sid,Gay,Spain,Barcelona,02/16/1956
18003,Lynda,Burt,Switzerland,Basel,04/13/1972
18004,Otis,Jackson,Switzerland,Lucerne,04/10/1963
18005,Ellis,Drake,Netherlands,Rotterdam,04/25/2003
18006,Tania,Miles,Spain,Madrid,03/06/1996
18007,Janet,Ingram,France,Paris,11/11/2004
18008,Luz,Rosario,France,Lyon,11/20/2002
18009,Bernie,Miranda,Germany,Frankfurt,11/23/1944
18010,Darron,Caldwell,Spain,Barcelona,07/22/1994
18011,Gregorio,Valenzuela,Germany,Düsseldorf,02/24/1965
18012,Judy,Adams,France,Paris,05/16/1984
18013,Molly,Craft,Italy,Catania,08/07/1978
18014,Dionne,Bird,Portugal,Porto,10/17/1987
18015,Dollie,Santos,Germany,Düsseldorf,02/09/1983
18016,Jamie,Marks,France,Nice,08/20/1978
18017,Rico,Nicholson,Portugal,Braga,10/16/1952
18018,Hai,Ingram,Switzerland,Zürich,08/19/1996
18019,Angela,Sellers,England,London,06/15/1997
18020,Jesus,Tillman,France,Toulouse,10/01/1962
18021,Tom,Ryan,Belgium,Antwerp,09/01/1979
18022,Angie,Sharpe,Spain,Barcelona,06/20/1994
18023,Blanca,Trevino,England,London,06/10/1971
18024,Carlton,Watkins,Portugal,Porto,10/16/1980
18025,Earle,Booker,England,Leeds,08/17/1955
18026,Lawerence,Mooney,Portugal,Porto,08/22/1995
18027,Emilio,Ware,Switzerland,Geneva,11/09/1976
18028,Randall,Clemons,England,London,08/24/1970
18029,Jeramy,Ingram,Ireland,Limerick,05/13/1982
18030,Efren,McCullough,Spain,Bilbao,01/26/1945
18031,Lora,Morris,France,Paris,05/13/1964
18032,Deidre,Johns,France,Paris,01/08/1978
18033,Jerry,Dyer,Spain,Barcelona,06/18/1994
18034,Maude,Sloan,Ireland,Waterford,10/10/2001
18035,Mattie,Albert,Belgium,Brussels,07/18/1954
18036,Travis,Ratliff,England,Bristol,06/02/1995
18037,Billie,Jimenez,Germany,Dresden,10/10/1960
18038,Nichole,Park,France,Marseille,06/07/1975
18039,Deirdre,Patrick,England,Leeds,09/14/1987
18040,Bettye,Cunningham,Germany,Dresden,09/17/1973
18041,Candy,Hogan,Switzerland,Geneva,06/11/1999
18042,Raymundo,Olsen,Italy,Naples,10/14/1957
18043,Eddie,Garcia,Ireland,Limerick,09/19/1984
18044,Daphne,Parker,Switzerland,Zürich,11/03/1947
18045,Anton,Mayer,England,Liverpool,05/09/1978
18046,Jesus,Stark,Netherlands,Rotterdam,02/03/1967
18047,Antoine,Byers,Germany,Bonn,05/06/2003
18048,Barney,Robertson,England,Bristol,08/25/1953
18049,Mable,Snider,Ireland,Waterford,05/07/1951
18050,Russel,Snyder,Netherlands,Amsterdam,02/07/1959
18051,Maritza,Blanchard,Italy,Milan,04/25/1946
18052,Mitch,Nash,France,Marseille,11/12/1992
18053,Bonita,Trujillo,Switzerland,Geneva,02/24/1995
18054,Dirk,Hawkins,Germany,Berlin,02/20/1974
18055,Krystal,Leon,England,London,03/01/1987
18056,Jose,Eaton,England,Birmingham,04/17/1960
18057,Wilber,Sharpe,Italy,Rome,05/22/1973
18058,Yolanda,McFarland,Italy,Rome,06/14/1993
18059,Asa,Lowe,Netherlands,Rotterdam,11/15/1981
18060,Maritza,Mills,Germany,Berlin,01/16/2002
18061,Jeremy,Sherman,Germany,Munich,04/08/1953
18062,Maureen,Walker,England,London,02/23/1942
18063,Lauren,Hurst,England,Birmingham,07/07/1958
18064,Erma,Wilder,France,Lyon,08/04/1964
18065,Milagros,Grimes,Germany,Berlin,04/21/2001
18066,Delbert,Cobb,Spain,Murcia,07/25/1997
18067,Jimmie,Koch,France,Paris,08/20/2003
18068,Charley,Juarez,France,Marseille,06/04/1969
18069,Myles,Blanchard,Ireland,Tralee,06/24/1996
18070,Darcy,Kaufman,England,Leeds,06/01/1998
18071,Brenda,Burch,Portugal,Lisbon,02/01/1956
18072,Amado,Carson,England,Birmingham,11/12/1989
18073,Clarence,Mack,Belgium,Brussels,10/20/1959
18074,Mary,Gross,Italy,Genoa,10/17/1950
18075,Josefina,McCall,Italy,Rome,10/24/1965
18076,Marvin,Gill,England,Birmingham,09/11/1968
18077,Margo,Alvarez,France,Toulouse,11/08/1949
18078,Bettie,Pickett,France,Marseille,06/19/1975
18079,Olen,Shelton,England,Bristol,06/01/2002
18080,Thurman,Galloway,Italy,Palermo,05/11/1977
18081,Floyd,Petty,France,Marseille,04/08/1966
18082,Jere,Cross,Spain,Barcelona,08/21/1960
18083,Sadie,Cummings,England,Leeds,05/04/1993
18084,Deanne,Dawson,Italy,Catania,04/12/1991
18085,Marsha,Rocha,France,Nantes,03/21/1956
18086,Dona,Higgins,Portugal,Lisbon,07/25/1995
18087,Stacey,Rocha,Italy,Rome,06/24/1998
18088,Dewitt,Aguilar,England,Manchester,02/14/1968
18089,Myron,Nolan,Germany,Berlin,09/21/1992
18090,Von,McClure,England,Manchester,01/16/1955
18091,Kelley,Fischer,Portugal,Porto,03/04/1959
18092,Emory,Jenkins,England,London,11/19/1998
18093,Dale,Snyder,Italy,Rome,06/09/1945
18094,Reyes,Madden,England,Newcastle,06/27/1983
18095,Ivan,Mejia,Belgium,Antwerp,11/07/1954
18096,Herbert,Miranda,England,Birmingham,03/13/1993
18097,Brianna,Pacheco,France,Nice,09/26/1978
18098,Gustavo,Hurst,Switzerland,Geneva,09/07/1991
18099,Darell,Hansen,Germany,Düsseldorf,08/21/1966
18100,Henrietta,Petty,England,Liverpool,05/22/1966
18101,Randal,Fisher,England,Bristol,05/10/1992
18102,Thaddeus,Moore,France,Marseille,02/25/1984
18103,Ward,Pruitt,Portugal,Lisbon,06/05/1981
18104,Freda,Green,England,Newcastle,01/20/2001
18105,Nita,McFarland,France,Toulouse,04/03/1995
18106,Lewis,Baldwin,Italy,Genoa,06/05/1993
18107,Randall,Rodriguez,Spain,Barcelona,11/15/1944
18108,Kurt,Anderson,Ireland,Limerick,02/24/1957
18109,Alejandro,Sears,Germany,Hamburg,10/06/1993
18110,Whitney,Howe,Germany,Düsseldorf,11/05/2004
18111,Patricia,Day,Germany,Bonn,02/07/1983
18112,Austin,Holt,Ireland,Dublin,11/06/1974
18113,Clay,Hale,France,Marseille,02/03/1993
18114,Glenna,Roberts,Belgium,Brussels,06/06/1975
18115,Susanna,Curtis,France,Toulouse,06/06/2001
18116,Lyle,Woodward,Spain,Valencia,01/05/1975
18117,Tom,McKenzie,England,Liverpool,04/19/1972
18118,Nola,McGuire,England,Newcastle,02/24/1953
18119,Michel,Fry,Spain,Barcelona,03/19/1998
18120,Jeanine,Castaneda,England,Leeds,06/01/1948
18121,Thad,Wade,Spain,Madrid,02/02/1950
18122,Dale,Holman,Netherlands,Amsterdam,07/21/1981
18123,Maribel,Michael,Spain,Alicante,09/04/1984
18124,Mercedes,Lindsey,Spain,Bilbao,03/06/1998
18125,Kelley,Webb,Germany,Bonn,11/27/1953
18126,Scottie,Washington,England,Liverpool,06/15/1967
18127,Wilber,Short,France,Marseille,01/25/1956
18128,August,Greer,Switzerland,Lucerne,03/21/1957
18129,Leonardo,Leonard,Italy,Rome,11/14/1973
18130,Vicky,Bentley,Spain,Barcelona,02/25/2002
18131,Maria,Parks,England,Leeds,03/26/1998
18132,Carlton,Abbott,Portugal,Porto,04/27/1968
18133,Frederic,Meadows,Germany,Bonn,03/20/1963
18134,Ellsworth,Beard,Germany,Munich,05/10/1947
18135,Leslie,Quinn,France,Paris,03/04/1972
18136,Joyce,Lamb,France,Paris,08/16/1962
18137,Lula,McLaughlin,France,Marseille,02/24/1998
18138,Carmine,Wagner,England,Manchester,09/04/1982
18139,Eula,Petersen,France,Paris,05/18/1987
18140,Anita,Ferguson,Spain,Barcelona,09/06/1985
18141,Alexis,Herrera,Germany,Dresden,10/17/1992
18142,Manuela,Knight,Italy,Bologna,08/18/1981
18143,Tricia,Burch,Germany,Düsseldorf,02/27/1980
18144,Erik,Rodriguez,Italy,Naples,09/23/1980
18145,Lino,Castaneda,Ireland,Waterford,08/25/1987
18146,Doris,Sargent,France,Nice,09/10/1978
18147,Bridgett,Moore,Ireland,Limerick,03/20/1986
18148,Noreen,Randall,Germany,Bonn,10/02/1954
18149,Carey,Olsen,Germany,Cologne,11/03/1986
18150,Murray,Holt,France,Toulouse,11/21/1943
18151,Juan,Noel,France,Lyon,11/10/1996
18152,Wilmer,Perkins,Germany,Dresden,06/19/1990
18153,Ricardo,Vaughn,England,London,03/19/1946
18154,Edmundo,Haney,France,Nantes,02/01/1953
18155,Ella,Marsh,Germany,Bonn,01/23/1977
18156,Rogelio,Holt,Belgium,Brussels,02/10/1954
18157,Porfirio,Bates,England,Bristol,11/13/1984
18158,Nita,Buckner,Italy,Rome,02/03/2000
18159,Ferdinand,Harrell,France,Paris,06/24/2003
18160,Buster,Morin,Italy,Bologna,09/13/1954
18161,Angelica,Dennis,Ireland,Waterford,07/01/1982
18162,Alexandra,Kent,Germany,Munich,02/25/1985
18163,Janie,Copeland,Belgium,Brussels,01/23/1952
18164,Gwendolyn,Spence,Switzerland,Geneva,06/17/1945
18165,Amanda,Clarke,Spain,Bilbao,04/21/1976
18166,Aron,Shelton,Italy,Naples,06/06/1967
18167,Reuben,Horton,Italy,Bologna,06/07/1996
18168,Amie,Cardenas,Portugal,Lisbon,08/08/1995
18169,Betsy,Holland,Ireland,Limerick,08/27/1966
18170,Leonardo,Durham,Germany,Munich,11/17/2004
18171,Clark,Fleming,Spain,Zaragoza,03/01/1998
18172,Tomas,Fisher,France,Lyon,09/13/1976
18173,Merle,Wolf,Germany,Munich,04/09/1949
18174,Pat,McKee,Spain,Murcia,05/27/1981
18175,Myrna,Monroe,England,Manchester,11/11/1992
18176,Rodolfo,Estrada,Germany,Munich,11/26/2001
18177,Herbert,Bradley,Netherlands,Amsterdam,02/07/1979
18178,Rodrick,Fitzgerald,Spain,Zaragoza,08/21/1993
18179,Roberta,Swanson,Portugal,Lisbon,07/25/1985
18180,Alana,Howell,Ireland,Tralee,10/08/1995
18181,Sheila,Jacobson,England,Birmingham,05/25/1993
18182,Randy,Adams,Ireland,Tralee,05/19/1966
18183,Lucinda,Robinson,Spain,Madrid,04/10/1985
18184,Bob,Cooley,Italy,Palermo,04/25/1987
18185,Ava,Wiley,England,Leeds,03/13/1972
18186,Grace,McGowan,Germany,Frankfurt,11/26/1974
18187,Ariel,Holmes,Portugal,Porto,06/25/1981
18188,Eve,Nguyen,Ireland,Tralee,02/24/1955
18189,Cecile,Salas,England,Newcastle,02/03/1997
18190,Nathanial,Velasquez,Portugal,Porto,05/17/1989
18191,Jannie,Hubbard,Ireland,Tralee,05/27/1982
18192,Vera,Cash,Spain,Murcia,11/13/1978
18193,Denise,Hunter,Belgium,Antwerp,06/24/1968
18194,Josiah,Navarro,Germany,Berlin,08/21/1951
18195,Lula,Cook,Italy,Genoa,04/23/1991
18196,Weldon,McClure,England,Birmingham,06/23/1979
18197,Michal,Cross,Spain,Murcia,11/10/1988
18198,Candy,Forbes,Italy,Bologna,06/11/1982
18199,Clarissa,Baldwin,England,Birmingham,09/24/1951
18200,Kip,Morgan,Ireland,Cork,01/17/1956
18201,Nora,Cummings,Portugal,Lisbon,08/16/2002
18202,Marci,Prince,Portugal,Lisbon,06/24/2003
18203,Reva,Clayton,Netherlands,Rotterdam,04/16/2004
18204,Kelli,Cooke,France,Lyon,10/06/1988
18205,Mable,Bowers,Italy,Palermo,04/04/1961
18206,Andres,McDowell,Italy,Naples,11/16/2004
18207,Lottie,Bass,England,Birmingham,05/08/2001
18208,Lily,Sanchez,Germany,Berlin,05/04/1947
18209,Antione,Reid,Spain,Barcelona,03/24/1963
18210,Freddy,Stanley,Belgium,Antwerp,03/26/1969
18211,Kaye,Farmer,Ireland,Cork,04/23/1993
18212,Roman,Goodman,Germany,Bonn,11/10/1952
18213,Aida,Palmer,Italy,Milan,08/23/1943
18214,Florentino,Tillman,Italy,Florence,02/18/1991
18215,Genaro,Rosa,Germany,Berlin,11/25/1954
18216,Luciano,Gonzales,Switzerland,Basel,08/10/1946
18217,Leta,Pennington,Germany,Berlin,04/13/1987
18218,Alvaro,Snider,Germany,Bonn,07/04/1978
18219,Johnie,Duran,Germany,Bonn,11/05/1980
18220,Agnes,Savage,Switzerland,Geneva,10/24/2001
18221,Arden,Moody,England,Birmingham,02/03/1970
18222,Lesley,Baird,France,Nantes,01/13/1952
18223,Kristine,McCullough,Belgium,Antwerp,03/12/1974
18224,Eliseo,Crane,Germany,Bonn,02/19/1949
18225,Bennie,Heath,England,Birmingham,09/06/1972
18226,Jorge,Lane,Portugal,Lisbon,04/06/1994
18227,Nathaniel,Holden,Switzerland,Basel,10/04/1972
18228,Britt,Stokes,England,Bristol,10/24/1947
18229,Tami,Beasley,Netherlands,Rotterdam,03/20/1963
18230,Chang,Gross,Germany,Düsseldorf,06/04/2003
18231,Fritz,Nunez,Germany,Bonn,04/26/1993
18232,Hank,Pruitt,Portugal,Lisbon,06/24/1982
18233,Maximo,Herring,France,Toulouse,01/20/1980
18234,Benita,Lindsay,Germany,Bonn,07/04/2001
18235,Letha,Rivas,England,Leeds,04/01/1979
18236,Roxie,Tate,Germany,Munich,09/16/1949
18237,Jody,Wallace,Portugal,Porto,04/15/1953
18238,David,Strickland,Spain,Bilbao,07/27/1959
18239,Dorsey,Griffith,Belgium,Antwerp,10/14/1993
18240,Carlene,Harding,Ireland,Dublin,02/09/1969
18241,Claudette,Crosby,England,Liverpool,06/03/1959
18242,Aaron,Patterson,Germany,Berlin,02/27/2003
18243,Valeria,Bernard,Netherlands,Rotterdam,08/27/1955
18244,Kristie,Hodge,Italy,Bologna,07/27/1984
18245,Garret,Bentley,Ireland,Limerick,02/21/1967
18246,Cody,Young,France,Marseille,08/26/1976
18247,Carolina,Sykes,Belgium,Brussels,01/24/2002
18248,Mike,Reyes,Netherlands,Rotterdam,08/05/1963
18249,Eric,Fowler,Ireland,Cork,08/11/1967
18250,Pablo,Sears,Spain,Barcelona,02/08/1958
18251,Alexandria,Holman,Germany,Düsseldorf,06/15/1970
18252,Giovanni,Christian,Germany,Frankfurt,08/07/1995
18253,Olivia,Golden,Ireland,Waterford,05/15/1980
18254,Misty,Herman,Portugal,Lisbon,01/14/1983
18255,Lenny,Dejesus,Germany,Dresden,03/26/1954
18256,Dee,Slater,Italy,Rome,03/22/1977
18257,Abe,Heath,England,Manchester,08/27/1950
18258,Queen,Avery,Portugal,Lisbon,10/17/1951
18259,Dianne,Wall,Italy,Florence,07/19/1979
18260,Porter,Suarez,Germany,Munich,08/26/1966
18261,Toni,Oliver,Germany,Berlin,05/14/1949
18262,Francis,Crane,Germany,Hamburg,03/03/1952
18263,Rufus,McCray,Italy,Florence,03/22/1980
18264,Corine,Travis,France,Lyon,07/13/1959
18265,Kelly,Cardenas,England,Manchester,07/18/1955
18266,Modesto,Bender,England,London,04/16/1964
18267,Darrin,Joseph,Ireland,Limerick,06/13/1984
18268,Gerard,Kirby,Portugal,Lisbon,07/05/2002
18269,Mariana,Adams,Belgium,Brussels,06/11/1942
18270,Herschel,Young,England,Leeds,08/06/1962
18271,Benito,Stanley,Spain,Murcia,10/12/1988
18272,Emma,Love,Italy,Bologna,05/13/1968
18273,Richard,Foley,Germany,Munich,08/05/1988
18274,Anton,Myers,Germany,Hamburg,07/20/1960
18275,Chris,Cline,England,Leeds,02/01/1979
18276,Terrell,Cervantes,Germany,Frankfurt,05/11/1991
18277,Louise,Chang,Spain,Zaragoza,01/02/1989
18278,Megan,Avery,England,Birmingham,04/15/1992
18279,German,Parker,Germany,Dresden,11/23/1975
18280,Bob,Murray,Spain,Alicante,09/19/1975
18281,Young,Leon,France,Paris,06/07/1978
18282,Gayle,Nash,Switzerland,Geneva,10/24/1978
18283,Gino,Bush,Italy,Naples,11/21/1993
18284,Gilda,Wilcox,England,Birmingham,01/15/1990
18285,Thomas,Donovan,England,Liverpool,05/27/1961
18286,Dong,Watts,Belgium,Antwerp,02/27/1992
18287,Alec,Cooke,Spain,Barcelona,01/09/1967
18288,Marcella,McKnight,Spain,Zaragoza,07/11/1961
18289,Jody,Arnold,England,Birmingham,09/21/1964
18290,Doyle,Hill,Ireland,Cork,05/14/1978
18291,Elijah,Dillon,Italy,Florence,04/23/1988
18292,Colin,Beasley,Spain,Zaragoza,08/11/1943
18293,Joy,Ratliff,Germany,Dresden,08/09/1980
18294,Susanna,Baird,England,Manchester,08/07/1980
18295,Debra,Bruce,Ireland,Waterford,06/15/1992
18296,Ulysses,Foreman,England,Birmingham,05/14/1953
18297,Jerald,Armstrong,England,Birmingham,03/22/1975
18298,Kurt,Cooke,Germany,Düsseldorf,06/21/2004
18299,William,Sweet,Ireland,Limerick,02/20/1964
18300,Herminia,Daugherty,Germany,Düsseldorf,05/03/1996
18301,Lorna,Ewing,Switzerland,Geneva,03/07/1957
18302,Freddy,Weeks,France,Marseille,03/21/1983
18303,Dean,Rice,Germany,Berlin,03/19/1960
18304,Rico,Schultz,England,Birmingham,02/25/1984
18305,Carmelo,Wilkins,Ireland,Waterford,04/06/1999
18306,Jack,Black,Portugal,Lisbon,09/03/1976
18307,Kennith,McIntosh,Netherlands,Amsterdam,04/19/1945
18308,Merle,Mosley,Ireland,Dublin,11/26/1988
18309,Brian,Francis,Italy,Naples,09/15/1996
18310,Ethel,Collier,England,Birmingham,07/07/1977
18311,Jacques,Ellison,France,Nice,03/03/1947
18312,Glenn,Combs,France,Marseille,05/22/1964
18313,Rashad,Decker,Belgium,Brussels,01/26/1942
18314,Antonia,Beck,Spain,Barcelona,08/14/1957
18315,Royal,Moreno,France,Nice,05/05/1956
18316,Paulette,Sanford,Spain,Madrid,05/08/1968
18317,Young,Daniels,France,Nantes,07/20/1961
18318,Ana,Langley,France,Paris,01/18/1960
18319,Elma,Robles,France,Paris,10/24/1970
18320,Lacy,Dickerson,England,Manchester,11/07/1992
18321,Gina,Fleming,France,Marseille,03/18/1952
18322,Jerrell,Montoya,England,Birmingham,07/25/1986
18323,Jeremy,Larsen,Spain,Zaragoza,08/15/1972
18324,Lela,Cote,Ireland,Limerick,05/12/1950
18325,Fabian,Larsen,Germany,Düsseldorf,10/05/1992
18326,Rocky,Norton,Germany,Berlin,11/09/1992
18327,Hugo,Matthews,France,Lyon,06/02/1993
18328,Samuel,Roman,Portugal,Lisbon,07/06/1970
18329,Gilda,Williamson,Ireland,Tralee,11/20/1972
18330,Janine,Jacobson,Germany,Berlin,10/14/1943
18331,Hipolito,Stafford,Portugal,Lisbon,11/06/2002
18332,Stephanie,Rutledge,England,Manchester,05/21/2001
18333,Zachery,Palmer,Spain,Valencia,07/13/1998
18334,Nick,Bryan,England,Birmingham,10/06/1946
18335,Jackie,Barlow,Italy,Genoa,05/25/1963
18336,Chris,Weiss,England,Manchester,11/09/1992
18337,Tabatha,Austin,Spain,Zaragoza,10/23/1989
18338,Virginia,Robles,Portugal,Lisbon,04/21/1999
18339,Domenic,Cross,Ireland,Dublin,06/21/1959
18340,Marilyn,Watts,Portugal,Lisbon,10/24/1985
18341,Michele,Franco,Germany,Munich,04/23/1981
18342,Ivan,Russo,Germany,Frankfurt,10/10/1954
18343,Mia,Burris,France,Marseille,10/12/1970
18344,Sebastian,Briggs,France,Paris,11/26/1966
18345,Rob,Kirkland,Germany,Munich,07/04/1987
18346,Donnell,McKnight,Spain,Madrid,08/22/1948
18347,Cecile,Lambert,Spain,Barcelona,06/02/2003
18348,Cassandra,Harding,Italy,Naples,02/25/1976
18349,Jewell,Blackburn,Switzerland,Geneva,06/01/1953
18350,Eddie,Parrish,Belgium,Antwerp,01/01/2004
18351,Nigel,Carson,Ireland,Waterford,04/11/1997
18352,Carlene,Stone,England,London,02/24/1992
18353,Ward,Keller,Portugal,Porto,02/07/2003
18354,Emerson,Clemons,France,Lyon,08/19/1945
18355,Alice,McCall,Ireland,Dublin,05/16/1958
18356,Rashad,Rose,Germany,Bonn,09/14/1945
18357,Erick,Weber,Germany,Munich,01/20/1976
18358,Mae,Delacruz,Netherlands,Rotterdam,07/11/1968
18359,Casandra,Jennings,Ireland,Waterford,06/10/1954
18360,Bob,Walton,Switzerland,Zürich,06/25/1990
18361,Geneva,Gilbert,France,Nantes,07/01/1956
18362,Jonathan,Buckner,France,Nice,02/08/1969
18363,Lupe,Oneal,Portugal,Porto,03/04/1951
18364,Isabelle,Berg,Italy,Florence,10/03/1998
18365,Abby,Ellis,France,Paris,10/18/1968
18366,Irwin,Bowen,Italy,Florence,07/12/1988
18367,Sidney,Gray,Spain,Barcelona,09/06/1988
18368,Trevor,Hendrix,France,Toulouse,04/27/1976
18369,Sonya,Rush,France,Paris,07/05/1979
18370,Lula,Hinton,Portugal,Braga,03/03/1996
18371,Jacob,Ortiz,England,Leeds,01/20/2004
18372,Allan,Jennings,Ireland,Cork,07/18/1959
18373,Betsy,Evans,Italy,Milan,10/09/1986
18374,Justine,Floyd,Germany,Düsseldorf,01/24/1975
18375,Kasey,Hickman,Switzerland,Lucerne,02/15/1980
18376,Trisha,Finley,France,Toulouse,05/12/1996
18377,Claud,Shaffer,Italy,Bologna,05/27/1959
18378,Thurman,Holder,Ireland,Waterford,11/26/1958
18379,Dianna,Whitfield,France,Nice,04/04/2003
18380,Desiree,Marsh,Portugal,Lisbon,02/13/1976
18381,Gene,Crosby,Spain,Madrid,11/18/1969
18382,Gabriela,Sweeney,Germany,Berlin,01/18/1981
18383,Aurelia,Howell,England,Birmingham,08/20/1957
18384,Nick,Bass,Portugal,Porto,09/13/1952
18385,Matthew,Nielsen,France,Marseille,11/27/1998
18386,Floyd,Berger,Ireland,Tralee,03/20/1993
18387,Leonard,Finley,Germany,Dresden,08/07/1960
18388,Tisha,Lloyd,England,Liverpool,08/27/1991
18389,Shelby,Goodman,Switzerland,Zürich,02/09/1954
18390,Columbus,Rojas,Spain,Valencia,06/22/2004
18391,Millard,Harrison,Portugal,Lisbon,10/23/1999
18392,Scot,Duncan,France,Toulouse,06/11/1979
18393,Bradly,Henson,France,Nice,06/14/1995
18394,Iris,Taylor,Spain,Barcelona,05/16/1946
18395,Logan,Reese,England,London,07/10/1968
18396,Nora,Bullock,Portugal,Lisbon,07/03/1959
18397,Jasper,Cunningham,Germany,Düsseldorf,05/04/1970
18398,Fay,Stephens,Netherlands,Rotterdam,08/03/1951
18399,Terrell,Hayden,England,Birmingham,09/25/1992
18400,Russell,Richard,France,Lyon,01/22/1973
18401,Selma,Hyde,Germany,Munich,10/19/1983
18402,Florine,Huff,Switzerland,Zürich,09/18/1947
18403,Chuck,Burgess,Portugal,Porto,03/08/1992
18404,Thanh,Mills,Italy,Bologna,05/21/1993
18405,Jenna,Heath,England,Birmingham,06/24/1976
18406,Hosea,Murray,England,Birmingham,02/15/1971
18407,Krista,Reynolds,Switzerland,Zürich,01/23/1985
18408,Lela,Sampson,England,Bristol,04/19/2002
18409,Elvis,McCray,Germany,Düsseldorf,05/24/1954
18410,Numbers,Duncan,Germany,Munich,05/15/1976
18411,Amelia,McGee,Ireland,Waterford,06/11/1999
18412,Lucius,Roy,Ireland,Waterford,03/03/1977
18413,Jordan,McFadden,Ireland,Waterford,05/01/1985
18414,Brady,Pierce,England,London,05/01/1947
18415,Spencer,Holmes,Belgium,Brussels,02/23/1995
18416,Minerva,Peck,Italy,Florence,10/02/1942
18417,Jasper,Baker,Germany,Düsseldorf,09/02/1974
18418,Max,Day,France,Paris,02/25/1953
18419,Chang,Padilla,Germany,Düsseldorf,10/09/1990
18420,Madeleine,Munoz,France,Marseille,08/09/1949
18421,Barton,Rogers,England,Manchester,04/12/1976
18422,Edward,Poole,Germany,Berlin,03/02/1999
18423,Austin,Francis,France,Marseille,05/19/1954
18424,Tyrell,Bean,France,Paris,11/23/1995
18425,Millard,French,France,Paris,11/07/1990
18426,Rodger,Barker,Ireland,Limerick,01/27/1954
18427,Rosie,Mayo,England,Manchester,07/02/2000
18428,Shelby,Silva,England,Leeds,06/13/1992
18429,Elaine,Randall,France,Nice,09/10/1998
18430,Wendell,Pacheco,Portugal,Lisbon,02/11/1958
18431,Raleigh,Scott,Italy,Palermo,06/05/1970
18432,Susie,Everett,Ireland,Dublin,08/24/1976
18433,Norberto,Hood,France,Lyon,05/16/1959
18434,Nikki,Moss,Ireland,Dublin,09/24/1968
18435,Sherry,Stevenson,Portugal,Lisbon,04/05/1970
18436,Arnulfo,Moody,Switzerland,Basel,10/01/1988
18437,Tamra,McCullough,Switzerland,Basel,08/17/1980
18438,Elvia,Britt,England,Manchester,10/16/1982
18439,Doug,Strong,France,Toulouse,05/26/1963
18440,Lucinda,Foreman,Ireland,Limerick,10/22/1974
18441,Granville,Lindsey,France,Paris,07/21/1978
18442,Brandi,Morgan,England,Birmingham,07/23/1943
18443,Jaime,Gates,France,Marseille,05/12/2004
18444,Rayford,Nelson,Italy,Genoa,02/06/1997
18445,Jerri,Salas,Spain,Bilbao,07/11/2004
18446,Mildred,Franklin,Netherlands,Rotterdam,10/14/1984
18447,Aimee,Bailey,France,Nantes,06/04/1993
18448,Roberta,Alvarado,Spain,Barcelona,05/01/1974
18449,Clarice,Horne,Italy,Catania,05/12/1975
18450,Douglass,Vang,Germany,Bonn,01/26/1985
18451,Ella,Gilliam,Belgium,Antwerp,02/24/1953
18452,Bennett,Drake,Netherlands,Rotterdam,04/17/1956
18453,Buford,William,Ireland,Limerick,01/14/1948
18454,Ken,Cox,France,Lyon,09/13/1989
18455,Pierre,Howe,Belgium,Antwerp,11/25/1971
18456,Alexandra,Velez,England,Manchester,11/20/1990
18457,Annabelle,Rodgers,Germany,Düsseldorf,06/15/1987
18458,Natalia,Turner,Switzerland,Zürich,03/08/1944
18459,Gabriela,Bell,France,Nantes,08/05/1957
18460,Bob,Black,England,London,06/16/1951
18461,Carolina,Roberts,Germany,Hamburg,06/08/1947
18462,Dallas,Bowers,Portugal,Lisbon,09/06/1963
18463,Joann,Harris,England,Liverpool,06/27/1994
18464,Marlene,Gill,Portugal,Braga,07/24/1986
18465,Sherrie,Preston,Switzerland,Zürich,07/16/1942
18466,Edmond,Powell,Ireland,Waterford,01/18/1958
18467,Rueben,Cole,England,Birmingham,02/07/1946
18468,Buck,Middleton,Germany,Cologne,10/24/1998
18469,Cristopher,Thomas,Portugal,Porto,06/03/1950
18470,Alba,Pope,Germany,Berlin,11/18/1980
18471,Cristina,Hardin,Spain,Bilbao,02/09/1944
18472,Berta,Hughes,Ireland,Waterford,04/07/1970
18473,Neville,Kramer,Spain,Seville,02/22/1992
18474,Julia,Patel,France,Nice,05/21/1956
18475,Lupe,Salinas,England,Manchester,03/17/1952
18476,Bruno,Sosa,Germany,Hamburg,05/03/1982
18477,Teodoro,Beach,Spain,Barcelona,04/17/1983
18478,Cynthia,Donovan,Spain,Alicante,09/12/1984
18479,Gil,Whitley,Germany,Düsseldorf,07/20/1974
18480,Derick,Schwartz,France,Marseille,10/21/1960
18481,Eliseo,Foley,Ireland,Limerick,10/14/1957
18482,Briana,Burns,Spain,Alicante,09/15/1997
18483,Jenny,Gutierrez,France,Marseille,11/25/1985
18484,Demarcus,McClain,Ireland,Cork,08/15/2003
18485,Grant,Richards,England,Leeds,08/04/1996
18486,Cliff,West,France,Marseille,07/21/1963
18487,Mathew,Mullen,Ireland,Waterford,08/20/1958
18488,Russel,Burnett,Ireland,Limerick,04/16/1998
18489,Martin,McFarland,Spain,Seville,06/05/1942
18490,Alexandra,Davenport,Belgium,Brussels,11/25/1961
18491,Ezequiel,Summers,England,Leeds,06/23/1951
18492,Terence,Luna,France,Toulouse,01/26/1989
18493,Ned,Roy,Spain,Barcelona,07/13/1979
18494,Carmela,Kennedy,Belgium,Antwerp,02/06/1988
